negativereason,airline,tweet_location,retweet_count,text,sentiment,topic
Customer Service Issue,United,Nottingham,0,"@united I hadn't filed a refund claim as I was told there was no charge by your DM. This is disputed by my bank, hence why I would like(1/2)",Negative,4
Lost Luggage,United,"mentor, Ohio",0,@united did  bags make it on the flight out of iad? second day without clothes is pretty inconvenient. We're pretty curious #UnitedAirlines,Negative,6
Lost Luggage,United,"mentor, Ohio",0,@united did our bags leave Washington yet? That would be convenient seeing as we left there a day ago. #UnitedAirlines #lostluggage,Negative,1
Customer Service Issue,United,Nottingham,0,"@united according to your DMs, I'm not owed a refund. please may I be provided with a contact number before I go to my bank to file claim",Negative,5
,United,,0,@united I've filed the claim but have no way of calling for updates. Is there another way to do this?,Negative,4
Customer Service Issue,United,Seoul City to LA,0,@united pls properly train your agents. Requested to speak to 1k customer service &amp; was transferred to a dead end. Not even open at this hr,Negative,4
Customer Service Issue,United,"iPhone: 55.946030,-3.189382",0,"@united customer service is atrocious! You have disrupted my travel plans, you have lost my luggage and it is impossible to TALK TO A HUMAN",Negative,2
Late Flight,United,,0,@united it was UA flight 1001! Now I'm currently stuck in Portland because I missed my ride because of the 3 hour delay. #GetMartyHome,Negative,1
Cancelled Flight,United,,0,@united completed form but doubt it's any use. UA doesn't care. 6 day vacation will now be 5. Sure UA won't feel responsibility for that...,Negative,2
Customer Service Issue,United,,1,"@united frankly worse customer service ever. Problems will happen, how you deal defines a company. Never again United.",Negative,6
Late Flight,United,"All over, but mostly NorCal",0,"@united It's still a valid flight. Just seems strange to delay for Late Flight inbound crew,  7 hours from now, when the plane is already here.",Negative,0
Bad Flight,United,,0,@united   It's too bad UA has had another unforeseeable operational issue on my return flight.,Negative,2
Lost Luggage,United,New Jersey,0,@united if I pay you $25 and $35 for my luggage to be delivered when I arrive. Why should I have to wait 3 additional days for its delivery?,Negative,2
Late Flight,United,,1,@united no Cancelled Flightn just left us to fend for ourselves when flt came in Late Flight. Getting runaround for 3 hrs. Each employee blaming  previous 1.,Negative,3
,United,Huntsville AL USA,0,@united This is NOT a local UNITED number for Malaysia   0011 800-55558000. What is your local United Airlines here in Kuala Lumpur ( KUL )?,Negative,8
Lost Luggage,United,New Jersey,1,"@united yes, but still now answers. Many have not had their luggage for 3 days! Unacceptable!!",Negative,2
Customer Service Issue,United,Iowa,0,@united what is that going to do for you? Nothing just like you always do,Negative,5
Flight Attendant Complaints,United,"Ottawa, Canada",0,@united 32 people getting pretty tired about no action on solving the problem plus missing a day of vacation and skiing,Negative,3
Late Flight,United,,0,@united on 4124 arriving two hours Late Flight into CLT. Now sitting on the tarmac while they move a plane from the gate. Unhappy customer.,Negative,1
Can't Tell,United,"Rochester, NY",0,@united airlines is the absolute worst. They have no idea what they are doing. #neveragain #UnitedAirlines,Negative,9
Customer Service Issue,United,,1,"@united at its worse. Can't figure how to pack plane, screws up connectns then claims no hotl rooms in San Fran for stranded pax. Way to go!",Negative,0
Late Flight,United,CORGaming@cellucor.com,0,@united 4 passengers after a 2 hour delayed flight left with no hotel at the end of the night @ hou airport. Wtf??!! http://t.co/ZfqMpGXVS6,Negative,0
Late Flight,United,,0,"Hey @united why does the flight from IAH to POS leave so Late Flight, and the one back to IAH so early? I rather get to POS earlier",Negative,1
Lost Luggage,United,"Boulder, CO",1,@united Lost bag process is broken. Agent promised they'd call &amp; hold my bag when found. Now they're waking me at 3am w/ delivery. #fail,Negative,2
,United,,0,@united unfortunately still on the Tarmac at @fly2ohare and definitely missing my ride from @flypdx #GonnaBeALongNight,Negative,3
,United,,0,@united what time does check in open for flight no UA80 from Manchester to Newark today ?,Negative,0
Late Flight,United,,1,@united yea get me to phoenix already. Delays all day with you people. It's bullshit.,Negative,1
Cancelled Flight,United,San Francisco,1,@united Lost bags. Cancelled Flightled flights. Delhi call centers. Poor United staff spread thin and stressed. You name it.,Negative,2
Can't Tell,United,"Madison, NJ",0,@united I'm constantly having challenges with upgrades &amp; charges. In order to prevent DVT I have to pay an addtl $180 http://t.co/xC6jQ70r7B,Negative,8
,United,[Colorado],0,@united @luke_mcintosh68 nah you wouldn't,Negative,8
Customer Service Issue,United,"WX report for 41 Mile, Hwy 50",0,"@united tried calling too, but w/25 min phn wait means we'd miss options anyway",Negative,2
Customer Service Issue,United,"Ottawa, Canada",0,@united we're still waiting to find out your rep is working hard - most upset about having to wait to tomorrow pm to get to mammoth,Negative,1
Customer Service Issue,United,,0,"@united again I ask, who can I call to get this fixed? Tweeting me BS questions to stall only makes things worse. Phone number please.",Negative,5
Customer Service Issue,United,Texas,1,@united it's highly unprofessional for you to overbook a flight by 12 seats &amp;feel that I should rearrange my schedule for your mismanagement,Negative,1
Customer Service Issue,United,"San Francisco, CA",0,"@united better train your support staff with appropriate decorum, consider revisiting your terrible ""provide a death certificate' policy",Negative,6
,United,"Rocklin, CA",0,"@united My post was just more of disappointment.  I'm a frequent United flyer, it was a simple ??.  1 bad apple doesn't spoil the bunch.",Negative,9
Lost Luggage,United,"Westerville, Ohio",0,@united Not encouraged that I'll have my CPAP tonight.,Negative,5
Late Flight,United,"Cleveland, OH",1,@united  Delay DEN-CLE because they have to manually enter baggage tags? Really? Worst cust service day for this 1ker. #friendlyskies??,Negative,1
Flight Attendant Complaints,United,"Hermosa Beach, CA",0,"@united Why tell us flight is delayed, then tell us it's on time again with 20 min to spare? Don't say it's delayed unless you're sure!",Negative,1
Late Flight,United,,0,"@united Late Flight to Denver, Late Flight to Newark...let's not even get into the disaster that was checking bags. Unacceptable.",Negative,0
Late Flight,United,"Chicago, IL",0,@united After our unscheduled refueling stop and missing 2 connecting flights we r home n looking 4ward to our bed and a big PB&amp;J sandwich.,Negative,2
Bad Flight,United,,0,@united updated A320 aircraft has wifi and device entertainment but no outlets. I don't get it. How can I charge devices?,Negative,1
Customer Service Issue,United,San Francisco,0,@united was no one between the scan and inside the plane. I just asked the people in line around me where the plane was going,Negative,1
Late Flight,United,Michigan,0,"@united 5 gate changes, two delays.  Even the crew thinks the airline sucks",Negative,3
Cancelled Flight,United,Gainesville GA,0,@united I'm very frustrated and have wasted 2 days now due to your equipment failures.,Negative,1
Customer Service Issue,United,Oregon,0,@united computers are down but you stopped giving updates and took my flight info off the app. That's just ridiculous keep people updated!,Negative,1
Customer Service Issue,United,"iPhone: 42.734546,-84.483753",0,"@united Soooo, it's been 15 days and you've offered no response. So I assume poor treatment by gate agents is the norm now?",Negative,1
Flight Booking Problems,United,"Brooklyn, NY",1,@united That's correctâ€”I've spent hours trying to book online only to receive an error when clicking final purchase button. (1/2),Negative,4
Late Flight,United,,0,@united  what is the real deal with the delay on flight UA 1032 from Denver to Vegas?,Negative,0
Flight Attendant Complaints,United,"Chicago, IL",0,@united UA63 from Madrid arrived no agent mass confusion we sent to and fro by 3 UA employees. MaryJo was rude and unhelpful.,Negative,2
Bad Flight,United,,0,@united system failure again = bad trend.  Software projects are like flying an airplane; there's no such thing as an emergency takeoff.,Negative,1
Late Flight,United,,0,@united lots of reports of system failures delaying flights over the last week. Currently sitting on the tarmac at OGG for over an hour.,Negative,1
,United,"iPhone: 39.201706,-106.854080",0,"@united rebooting Chicago dispatch system, need @pivotalcf as I'm tired of sitting on planes",Negative,1
Customer Service Issue,United,DEN,0,@united we would...how do I contact you to discuss? A few poor experiences with customer service but would give it a shot!,Negative,6
Bad Flight,United,DC949,0,"@united UA 746. Pacific Rim and Date Night cut out. Not constantly or randomly, but one spot, repeatably.",Negative,2
Customer Service Issue,United,"Raleigh, NC",0,@united I send an email about my bad experience and you send back a generic response.  Yet another reason why I'll never fly with you again.,Negative,5
Bad Flight,United,,1,"@united is horrible!! They lost our carseat and expect us to use a loner carseat, safety regulations say it's illegal to use a used car seat",Negative,8
Flight Booking Problems,United,"Brooklyn, NY",1,"@united: I don't care that a @thehipmunk link showed me a ""wrong"" price on your siteâ€”it's your site &amp; responsibility to ensure correctness.",Negative,9
Lost Luggage,United,Lees Summit,0,"@united 3 days Late Flightr and my bag has not left IAD, United is not helping at all. Everyone tells me a different story",Negative,1
Lost Luggage,United,"Colorado Springs, Colorado USA",0,@United how do you lose a gate checked bag DEN to ORD? Direct flight. Ugh.,Negative,1
Lost Luggage,United,,0,@united where's my damn bag??,Negative,9
Lost Luggage,United,,0,@united well someone should tell that to the employees at the Denver baggage claim. Still no bag!!!!,Negative,8
Flight Attendant Complaints,United,"Cleveland, OH",0,@united Male agnt in LAS threatens Canadian cust when cust takes pic of him at gate after agents announce can't help rebook. #friendlyskies?,Negative,2
Cancelled Flight,United,"Houston, TX",0,@united @Apollochplayers we just want to go home tonight - why did you Cancelled Flight the last leg of our reserv. w/out our permission??! #PH6RPS,Negative,0
Customer Service Issue,United,"Cleveland, OH",1,@united  Stressed and rude agents. Overwhelmed by delyd flight LAS-DEN 1657. Yelling at several people. Not pretty. This is #friendlyskies??,Negative,3
Cancelled Flight,United,"Houston, TX",1,@united FAIL You Cancelled Flightled our flight frm GJT and then used our reserv home to IAH (from SEA) for reFlight Booking Problems w/out OUR PERMISSION!! #PH6RPS,Negative,3
Late Flight,United,Austin,0,@united has made my no fly list. Other airlines wait when connector Late Flight. Stuck in IAH.,Negative,1
Lost Luggage,United,,0,"@united the proper response: sorry for your wait, what flight # were you on so we can look into the issue. That's how @Delta would handle.",Negative,5
Customer Service Issue,United,,0,@united your customer service is terrible! Stood inline 3 hours no flights and 4 hours Late Flightr still no bag#disgutedindenver,Negative,0
Customer Service Issue,United,"Chicago, IL",1,@united So you are inadequate by accident?,Negative,5
Flight Attendant Complaints,United,,1,@united Agent in LAS letting 20 customers know they can't help them rebook delayed flight to DEN #unfriendlyskies http://t.co/QuzVmK2rTR,Negative,1
